Gene Symbol,Deletion,Diploid,Gain
PATE2,15.98,80.41,3.61
PATE3,15.98,80.41,3.61
PATE4,15.98,80.41,3.61
HYLS1,15.98,80.41,3.61
PUS3,15.98,80.41,3.61
DDX25,15.98,80.41,3.61
CDON,15.98,80.41,3.61
RPUSD4,15.81,80.24,3.95
FAM118B,15.81,80.24,3.95
FOXRED1,15.81,80.24,3.95
SRPR,15.81,80.24,3.95
TIRAP,15.81,80.24,3.95
DCPS,15.81,80.24,3.95
FLJ39051,15.81,80.24,3.95
ST3GAL4,15.81,80.24,3.95
KIRREL3,15.98,80.07,3.95
MIR3167,15.98,80.24,3.78
hsa-mir-3167,15.98,80.24,3.78
KIRREL3-AS3,15.98,80.24,3.78
ETS1,16.66,79.73,3.61
LOC100507392,16.49,79.9,3.61
FLI1,16.49,79.73,3.78
KCNJ1,16.32,79.9,3.78
KCNJ5,16.32,79.9,3.78
C11orf45,16.32,79.9,3.78
TP53AIP1,16.32,79.9,3.78
ARHGAP32,16.32,79.9,3.78
BARX2,16.49,79.38,4.12
TMEM45B,16.49,79.9,3.61
NFRKB,16.67,79.73,3.61
PRDM10,16.49,79.9,3.61
LINC00167,16.49,79.9,3.61
APLP2,16.49,79.9,3.61
ST14,16.32,80.07,3.61
ZBTB44,16.32,80.07,3.61
ADAMTS8,16.15,80.24,3.61
ADAMTS15,16.15,80.24,3.61
SNX19,16.32,80.07,3.61
NTM,17.35,78.87,3.78
OPCML,16.67,79.38,3.95
SPATA19,16.49,78.52,4.98
LOC283174,16.49,78.52,4.98
MIR4697,16.49,78.52,4.98
IGSF9B,16.49,78.52,4.98
JAM3,16.49,78.52,4.98
LOC100128239,16.49,78.52,4.98
NCAPD3,16.66,78.35,4.98
VPS26B,16.66,78.35,4.98
ACAD8,16.66,78.35,4.98
THYN1,16.66,78.35,4.98
B3GAT1,16.66,78.35,4.98
GLB1L2,16.66,78.35,4.98
GLB1L3,16.66,78.35,4.98
LOC283177,16.66,78.35,4.98
B4GALNT3,9.28,78.69,12.03
CCDC77,9.28,78.69,12.03
FAM138D,9.28,78.69,12.03
IQSEC3,9.28,78.69,12.03
KDM5A,9.28,78.69,12.03
LOC100288778,9.28,78.69,12.03
LOC574538,9.28,78.69,12.03
NINJ2,9.28,78.69,12.03
SLC6A12,9.28,78.69,12.03
SLC6A13,9.28,78.69,12.03
WNK1,9.1,78.69,12.2
RAD52,9.1,78.69,12.2
ERC1,9.1,78.35,12.54
ADIPOR2,9.27,78.18,12.54
FBXL14,8.93,78.52,12.54
LOC100292680,8.93,78.52,12.54
MIR3649,8.93,78.52,12.54
WNT5B,8.93,78.52,12.54
CACNA2D4,8.93,78.52,12.54
LRTM2,8.93,78.52,12.54
LOC100271702,8.93,78.87,12.2
DCP1B,8.93,78.87,12.2
CACNA1C,9.11,78.52,12.37
LOC100652846,9.28,78.69,12.03
LOC283440,9.28,78.69,12.03
FKBP4,9.28,78.69,12.03
ITFG2,9.28,78.69,12.03
NRIP2,9.28,78.69,12.03
LOC100507424,9.28,78.52,12.2
FOXM1,9.28,78.18,12.54
C12orf32,9.28,78.18,12.54
TULP3,9.28,78.18,12.54
TEAD4,9.28,78.35,12.37
TSPAN9,9.1,78.35,12.54
PRMT8,8.93,77.32,13.75
EFCAB4B,8.59,77.15,14.26
PARP11,8.59,77.49,13.92
CCND2,8.08,77.49,14.44
C12orf5,8.25,77.49,14.27
FGF23,8.25,78.52,13.23
FGF6,8.42,78.35,13.23
C12orf4,8.25,78.52,13.23
RAD51AP1,8.42,78.52,13.05
DYRK4,8.42,78.52,13.06
AKAP3,8.42,78.52,13.06
NDUFA9,8.42,78.52,13.06
GALNT8,8.59,78.52,12.89
KCNA6,8.93,79.04,12.03
KCNA1,8.93,79.04,12.03
KCNA5,8.93,78.87,12.2
NTF3,9.11,78.52,12.37
ANO2,9.28,78.52,12.2
VWF,9.45,78.52,12.03
CD9,9.28,78.69,12.03
PLEKHG6,9.28,78.69,12.03
TNFRSF1A,9.28,78.69,12.03
SCNN1A,9.28,78.69,12.03
LTBR,9.28,78.69,12.03
LOC678655,9.11,78.69,12.2
CD27,9.11,78.69,12.2
TAPBPL,9.11,78.69,12.2
VAMP1,8.93,78.87,12.2
MRPL51,9.11,78.87,12.03
NCAPD2,9.11,78.87,12.03
SCARNA10,9.11,78.87,12.03
GAPDH,9.11,78.87,12.03
IFFO1,9.11,78.87,12.03
NOP2,9.11,78.87,12.03
CHD4,9.11,78.87,12.03
SCARNA11,9.11,78.87,12.03
LPAR5,9.11,79.04,11.86
ACRBP,9.11,79.04,11.86
ING4,9.11,79.04,11.86
ZNF384,9.11,79.04,11.86
C12orf53,9.11,79.21,11.69
COPS7A,9.11,79.21,11.69
MLF2,9.11,79.21,11.69
PTMS,9.11,79.21,11.69
LAG3,9.11,79.21,11.69
CD4,9.11,79.21,11.69
GPR162,9.11,79.21,11.69
LEPREL2,9.11,79.21,11.69
CDCA3,9.11,79.21,11.69
GNB3,9.11,79.21,11.69
USP5,9.11,79.21,11.69
TPI1,9.11,79.21,11.69
SPSB2,9.11,79.21,11.69
DSTNP2,9.11,79.21,11.69
RPL13P5,9.11,79.21,11.69
LRRC23,9.11,79.21,11.69
ENO2,9.11,79.21,11.69
ATN1,9.11,79.21,11.69
C12orf57,9.11,79.21,11.69
PTPN6,9.11,79.21,11.69
MIR141,9.11,79.21,11.69
MIR200C,9.11,79.21,11.69
PHB2,9.28,79.04,11.69
hsa-mir-141,9.11,79.21,11.69
hsa-mir-200c,9.11,79.21,11.69
EMG1,9.28,79.04,11.69
SCARNA12,9.28,79.04,11.69
LPCAT3,9.28,78.87,11.86
C1S,9.45,78.87,11.68
C1R,9.45,78.87,11.68
C1RL,9.62,78.69,11.68
MATL2963,9.62,78.69,11.68
RBP5,9.62,78.69,11.68
CLSTN3,9.62,78.69,11.68
PEX5,9.79,78.52,11.68
ACSM4,10.14,78.52,11.34
CD163L1,10.14,78.52,11.34
CD163,10.14,78.52,11.34
APOBEC1,10.14,78.69,11.16
GDF3,10.14,78.69,11.16
DPPA3,10.14,78.69,11.16
CLEC4C,10.14,78.69,11.16
NANOGNB,10.31,78.52,11.16
NANOG,10.31,78.52,11.16
SLC2A14,10.31,78.69,10.99
SLC2A3,10.31,78.69,10.99
FOXJ2,10.31,78.87,10.82
C3AR1,10.31,78.87,10.82
NECAP1,10.31,78.87,10.82
CLEC4A,10.31,78.87,10.82
POU5F1P3,10.31,78.87,10.82
FAM66C,10.65,78.52,10.82
FAM86FP,10.65,78.52,10.82
FAM90A1,10.65,78.52,10.82
LOC389634,10.65,78.52,10.82
ZNF705A,10.65,78.52,10.82
CLEC6A,11.0,78.35,10.65
CLEC4D,11.34,78.01,10.65
CLEC4E,11.34,78.01,10.65
AICDA,11.34,78.01,10.65
MFAP5,11.34,78.01,10.65
RIMKLB,11.34,78.01,10.65
A2ML1,11.34,77.84,10.82
PHC1,11.69,77.49,10.82
M6PR,11.69,77.49,10.82
KLRG1,11.86,77.49,10.65
C12orf33,11.86,77.49,10.65
A2M,11.86,77.49,10.65
LOC144571,11.86,77.49,10.65
PZP,11.68,77.66,10.65
A2MP1,11.34,78.01,10.65
LOC100499405,11.34,78.01,10.65
MIR1244-1|chr12,12.71,76.63,10.65
MIR1244-2|chr12,12.71,76.63,10.65
MIR1244-3|chr12,12.71,76.63,10.65
hsa-mir-1244-3,11.34,78.01,10.65
DDX12P,11.85,77.66,10.48
LOC642846,11.85,77.66,10.48
KLRB1,11.68,77.84,10.48
LOC374443,11.68,77.66,10.65
CLEC2D,11.68,77.66,10.65
CLECL1,11.68,77.66,10.65
CD69,11.85,77.66,10.48
KLRF1,11.85,77.66,10.48
CLEC2B,11.85,77.66,10.48
KLRF2,11.85,77.66,10.48
CLEC2A,11.85,77.66,10.48
CLEC12A,11.68,77.66,10.65
CLEC1B,11.68,77.84,10.48
CLEC12B,11.68,77.84,10.48
CLEC9A,11.68,77.84,10.48
CLEC1A,11.68,77.84,10.48
CLEC7A,11.68,77.84,10.48
OLR1,12.03,77.66,10.31
C12orf59,12.03,77.66,10.31
GABARAPL1,12.03,77.66,10.31
KLRD1,12.2,77.66,10.14
KLRC4-KLRK1,12.2,77.66,10.14
KLRK1,12.2,77.66,10.14
KLRC3,12.2,77.66,10.14
KLRC4,12.2,77.66,10.14
KLRC2,12.2,77.66,10.14
KLRC1,12.2,77.66,10.14
KLRAP1,12.2,77.66,10.14
MAGOHB,12.2,77.66,10.14
STYK1,12.2,77.66,10.14
CSDA,12.2,77.49,10.31
TAS2R7,12.2,77.49,10.31
TAS2R8,12.2,77.49,10.31
TAS2R9,12.2,77.49,10.31
TAS2R10,12.2,77.49,10.31
PRH1-PRR4,12.2,77.49,10.31
PRR4,12.2,77.49,10.31
PRH1,12.2,77.49,10.31
TAS2R13,12.2,77.49,10.31
PRH2,12.2,77.49,10.31
TAS2R14,12.2,77.49,10.31
TAS2R50,12.2,77.49,10.31
TAS2R20,12.2,77.49,10.31
TAS2R19,12.2,77.66,10.14
TAS2R31,12.2,77.66,10.14
TAS2R46,12.2,77.66,10.14
TAS2R43,12.2,77.66,10.14
TAS2R30,12.2,77.66,10.14
LOC100129361,12.2,77.66,10.14
TAS2R42,12.2,77.66,10.14
PRB3,12.54,77.32,10.14
PRB4,12.54,77.32,10.14
PRB1,12.71,77.15,10.14
PRB2,12.71,77.15,10.14
LOC338817,12.71,77.15,10.14
ETV6,12.71,76.98,10.31
BCL2L14,12.54,76.98,10.48
LRP6,12.54,76.98,10.48
MANSC1,12.54,77.32,10.14
LOH12CR1,12.71,77.15,10.14
LOH12CR2,12.54,77.32,10.14
DUSP16,12.71,77.15,10.14
CREBL2,12.71,77.49,9.79
GPR19,12.71,77.49,9.79
CDKN1B,12.88,77.32,9.79
APOLD1,12.88,77.32,9.79
MIR613,12.71,77.49,9.79
hsa-mir-613,12.71,77.49,9.79
DDX47,12.54,77.66,9.79
RPL13AP20,12.54,77.66,9.79
GPRC5A,12.37,77.66,9.96
GPRC5D,12.37,77.66,9.96
GSG1,12.37,77.66,9.96
HEBP1,12.37,77.66,9.96
HTR7P1,12.37,77.66,9.96
KIAA1467,12.37,77.66,9.96
LOC100506314,12.37,77.66,9.96
MIR614,12.37,77.66,9.96
hsa-mir-614,12.37,77.66,9.96
EMP1,12.2,77.66,10.13
C12orf36,12.37,77.49,10.13
GRIN2B,12.2,77.49,10.31
ATF7IP,12.2,77.84,9.97
PLBD1,12.2,77.84,9.97
GUCY2C,12.2,77.84,9.97
HIST4H4,12.03,77.84,10.14
H2AFJ,12.03,77.84,10.14
WBP11,12.03,77.84,10.14
C12orf60,12.03,77.84,10.14
C12orf69,12.03,77.84,10.14
ART4,12.03,77.84,10.14
MGP,12.2,77.84,9.97
ERP27,12.37,77.66,9.97
ARHGDIB,12.37,77.66,9.97
PDE6H,12.37,77.66,9.97
RERG,12.37,77.66,9.97
PTPRO,12.37,77.66,9.96
EPS8,12.2,77.84,9.96
STRAP,12.2,77.84,9.96
DERA,12.2,77.84,9.96
SLC15A5,12.03,77.84,10.13
MGST1,12.03,78.01,9.96
LMO3,11.86,78.01,10.13
SKP1P2,12.03,78.01,9.96
MIR3974,11.68,78.18,10.13
RERGL,11.34,78.01,10.66
PIK3C2G,11.17,78.01,10.83
PLCZ1,10.99,78.18,10.83
CAPZA3,10.99,78.18,10.83
PLEKHA5,10.99,78.18,10.83
AEBP2,11.34,78.01,10.66
LOC100506393,11.0,78.35,10.66
PDE3A,10.99,78.18,10.83
SLCO1C1,11.17,78.18,10.66
SLCO1B3,10.82,78.35,10.83
SLCO1B7,10.65,78.35,11.0
SLCO1B1,10.48,78.35,11.17
SLCO1A2,10.14,78.52,11.34
IAPP,9.96,78.52,11.51
PYROXD1,10.14,78.35,11.51
RECQL,9.79,78.69,11.51
GOLT1B,9.62,78.87,11.51
C12orf39,9.62,78.87,11.51
GYS2,9.62,78.87,11.51
LDHB,9.62,78.87,11.51
KCNJ8,9.62,79.04,11.34
ABCC9,9.79,78.87,11.34
CMAS,9.97,78.87,11.17
ST8SIA1,10.14,78.69,11.17
KIAA0528,9.79,78.87,11.34
ETNK1,9.79,79.04,11.17
SOX5,9.45,78.87,11.68
MIR920,9.28,79.04,11.68
hsa-mir-920,9.28,79.04,11.68
LINC00477,9.45,79.21,11.34
BCAT1,9.79,78.87,11.34
C12orf77,9.79,78.87,11.34
LRMP,9.79,78.87,11.34
CASC1,9.79,79.04,11.17
LYRM5,9.79,79.04,11.17
KRAS,9.79,79.04,11.17
IFLTD1,9.45,79.55,11.0
MIR4302,9.45,79.73,10.83
hsa-mir-4302,9.45,79.73,10.83
LOC100506451,9.45,79.55,11.0
RASSF8,9.45,79.55,11.0
BHLHE41,9.45,79.55,11.0
SSPN,9.62,79.38,11.0
ITPR2,9.97,79.21,10.83
ASUN,9.62,79.73,10.65
FGFR1OP2,9.62,79.73,10.65
TM7SF3,9.62,79.55,10.82
MED21,9.62,79.55,10.82
C12orf71,9.62,79.55,10.82
STK38L,9.45,79.73,10.82
ARNTL2,9.28,79.9,10.82
C12orf70,9.28,79.9,10.83
PPFIBP1,9.28,79.9,10.83
REP15,9.28,80.07,10.66
MRPS35,9.28,80.07,10.66
MANSC4,9.28,80.07,10.66
KLHDC5,9.28,80.07,10.66
PTHLH,9.62,79.9,10.48
CCDC91,9.79,79.73,10.48
FAR2,9.45,80.41,10.14
ERGIC2,9.45,80.41,10.14
OVCH1,9.62,80.07,10.31
TMTC1,9.62,80.07,10.31
IPO8,9.79,79.55,10.66
CAPRIN2,9.62,79.73,10.66
LOC100287314,9.62,79.73,10.66
TSPAN11,9.27,79.9,10.83
LOC100506660,9.28,80.07,10.66
DDX11,8.93,80.07,11.0
FAM60A,8.93,80.41,10.65
FLJ13224,8.93,80.41,10.65
DENND5B,8.93,80.41,10.66
METTL20,9.1,80.41,10.49
AMN1,9.1,80.41,10.49
H3F3C,9.1,80.58,10.31
C12orf35,9.28,80.41,10.31
BICD1,9.45,80.41,10.14
FGD4,9.45,80.24,10.31
DNM1L,9.45,80.41,10.14
YARS2,9.28,80.58,10.14
PKP2,9.28,80.58,10.14
ALG10B,11.69,79.38,8.93
ALG10,11.69,79.38,8.93
CPNE8,12.2,78.87,8.93
SYT10,11.69,79.38,8.93
KIF21A,10.99,80.07,8.94
ABCD2,11.17,80.41,8.42
C12orf40,11.17,80.41,8.42
SLC2A13,10.99,79.9,9.1
LRRK2,12.02,79.38,8.59
CNTN1,12.71,78.87,8.42
PDZRN4,12.71,78.69,8.59
GXYLT1,13.75,78.52,7.73
YAF2,13.92,78.35,7.73
ZCRB1,13.92,78.52,7.56
PPHLN1,13.75,78.52,7.73
PRICKLE1,13.41,78.69,7.9
ADAMTS20,14.27,77.66,8.08
PUS7L,14.27,78.01,7.73
IRAK4,14.09,78.01,7.9
TWF1,14.09,78.01,7.9
TMEM117,13.92,77.84,8.24
NELL2,13.91,77.49,8.59
DBX2,13.57,77.66,8.77
RACGAP1P,13.57,77.84,8.59
PLEKHA8P1,13.23,78.01,8.76
RNY5,13.05,78.18,8.76
ANO6,13.58,77.84,8.59
LOC400027,13.75,78.35,7.9
ARID2,14.27,77.66,8.07
SCAF11,13.91,78.18,7.9
SLC38A1,13.06,78.35,8.59
SLC38A2,13.23,78.52,8.25
SLC38A4,12.88,78.18,8.93
AMIGO2,13.23,78.18,8.59
MIR4698,13.05,78.18,8.76
LOC100233209,13.05,78.18,8.76
FAM113B,13.05,78.18,8.76
RPAP3,13.92,78.01,8.08
ENDOU,13.58,78.18,8.25
RAPGEF3,13.58,78.01,8.42
SLC48A1,13.58,78.01,8.42
HDAC7,13.58,78.01,8.42
VDR,13.58,78.18,8.25
TMEM106C,13.4,78.35,8.25
COL2A1,13.23,78.52,8.25
SENP1,13.4,78.35,8.25
PFKM,13.4,78.35,8.25
ASB8,13.23,78.52,8.25
C12orf68,13.06,78.69,8.25
OR10AD1,13.06,78.69,8.25
H1FNT,13.06,78.69,8.24
ZNF641,12.88,78.69,8.42
ANP32D,13.23,78.69,8.07
C12orf54,13.23,78.69,8.07
OR8S1,13.4,78.52,8.07
LALBA,13.4,78.52,8.07
KANSL2,13.23,78.18,8.59
MIR1291,13.23,78.35,8.42
SNORA2A,13.23,78.35,8.42
SNORA34,13.23,78.35,8.42
hsa-mir-1291,13.23,78.35,8.42
SNORA2B,13.23,78.18,8.59
CCNT1,13.23,78.01,8.77
LOC255411,13.23,78.01,8.77
ADCY6,13.4,78.01,8.6
MIR4701,13.4,78.01,8.6
CACNB3,13.23,78.18,8.6
DDX23,13.23,78.18,8.6
RND1,13.06,78.35,8.6
CCDC65,13.23,78.01,8.77
FKBP11,13.23,78.01,8.77
ARF3,13.23,78.01,8.77
WNT10B,13.23,78.01,8.77
WNT1,13.23,78.01,8.77
DDN,13.23,78.01,8.77
PRKAG1,13.23,78.18,8.59
MLL2,13.23,78.18,8.59
RHEBL1,13.23,78.18,8.59
DHH,13.06,78.35,8.59
LMBR1L,13.06,78.35,8.59
TUBA1B,12.88,78.35,8.76
TUBA1A,12.88,78.35,8.76
TUBA1C,13.06,78.35,8.59
PRPH,13.06,78.35,8.59
TROAP,13.06,78.35,8.59
C1QL4,13.06,78.35,8.59
DNAJC22,13.06,78.35,8.59
SPATS2,12.88,78.01,9.1
LOC100335030,13.06,78.35,8.59
KCNH3,12.88,78.18,8.93
MCRS1,12.88,78.18,8.93
FAM186B,12.88,78.18,8.93
PRPF40B,12.88,78.18,8.93
FMNL3,12.88,78.18,8.93
TMBIM6,12.88,77.84,9.27
NCKAP5L,12.71,78.35,8.93
BCDIN3D,12.71,78.35,8.93
LOC100286844,12.71,78.35,8.93
FAIM2,12.71,78.35,8.93
LOC283332,12.71,78.18,9.1
AQP2,12.88,78.18,8.93
AQP5,12.88,78.18,8.93
AQP6,12.71,78.18,9.11
RACGAP1,12.54,78.18,9.28
ACCN2,12.54,78.01,9.45
SMARCD1,12.54,78.01,9.45
C12orf62,12.54,78.01,9.45
GPD1,12.54,78.01,9.45
CERS5,12.54,77.84,9.62
LIMA1,12.54,77.84,9.62
MIR1293,12.54,78.35,9.11
hsa-mir-1293,12.54,78.35,9.11
FAM186A,12.54,78.52,8.94
LARP4,12.54,78.35,9.11
DIP2B,12.71,78.01,9.28
ATF1,12.89,78.52,8.59
TMPRSS12,12.89,78.52,8.59
METTL7A,12.89,78.52,8.59
HIGD1C,12.89,78.69,8.42
SLC11A2,12.89,78.69,8.42
LETMD1,12.89,78.69,8.42
CSRNP2,12.89,78.52,8.6
TFCP2,12.89,78.35,8.77
POU6F1,12.89,78.69,8.42
DAZAP2,12.89,78.69,8.42
SMAGP,12.89,78.69,8.42
BIN2,12.71,78.69,8.6
CELA1,12.71,78.69,8.6
GALNT6,12.71,78.69,8.6
SLC4A8,12.71,78.69,8.59
SCN8A,12.54,78.35,9.11
FIGNL2,12.54,78.52,8.94
ANKRD33,12.54,78.69,8.77
ACVRL1,12.54,78.69,8.77
ACVR1B,12.54,78.69,8.77
GRASP,12.37,78.87,8.77
NR4A1,12.37,78.87,8.77
C12orf44,12.2,78.87,8.94
KRT80,12.2,79.04,8.77
LOC283403,12.2,79.04,8.77
LOC283404,12.2,79.04,8.77
KRT7,12.2,79.04,8.77
KRT81,12.2,79.21,8.6
KRT83,12.2,79.21,8.6
KRT84,12.2,79.21,8.6
KRT85,12.2,79.21,8.6
KRT86,12.2,79.21,8.6
KRT82,12.2,79.38,8.42
KRT6B,12.2,79.21,8.59
KRT6C,12.2,79.21,8.59
KRT75,12.2,79.21,8.59
KRT6A,12.2,79.04,8.77
KRT5,12.37,78.87,8.77
KRT71,12.37,78.87,8.77
KRT74,12.2,79.04,8.77
KRT72,12.2,79.04,8.77
KRT73,12.2,79.21,8.59
KRT2,12.2,79.21,8.59
KRT1,12.54,79.38,8.07
KRT77,12.54,79.38,8.07
KRT76,12.37,79.38,8.25
KRT3,12.37,79.38,8.25
KRT4,12.2,79.38,8.42
KRT79,12.2,79.38,8.42
KRT78,12.03,79.55,8.42
KRT8,12.03,79.55,8.42
KRT18,12.03,79.55,8.42
EIF4B,12.37,79.38,8.25
IGFBP6,12.37,79.38,8.25
LOC283335,12.37,79.38,8.25
SOAT2,12.37,79.38,8.25
SPRYD3,12.37,79.38,8.25
TENC1,12.37,79.38,8.25
CSAD,12.37,79.73,7.9
ZNF740,12.37,79.73,7.9
ITGB7,12.37,79.55,8.07
RARG,12.37,79.55,8.07
MFSD5,12.37,79.38,8.25
ESPL1,12.37,79.21,8.42
PFDN5,12.37,79.21,8.42
C12orf10,12.37,79.21,8.42
AAAS,12.37,79.21,8.42
SP7,12.37,79.21,8.42
SP1,12.2,79.38,8.42
AMHR2,12.2,79.38,8.42
PRR13,12.54,79.38,8.07
PCBP2,12.54,79.38,8.07
MAP3K12,12.54,79.38,8.07
TARBP2,12.54,79.38,8.07
NPFF,12.54,79.38,8.07
ATF7,12.71,78.69,8.6
LOC100652999,12.54,79.21,8.25
ATP5G2,12.54,79.21,8.24
CALCOCO1,12.2,79.73,8.08
HOXC13,12.37,79.73,7.91
HOXC12,12.37,79.73,7.91
HOTAIR,12.37,79.73,7.91
HOXC11,12.37,79.73,7.91
HOXC10,12.37,79.73,7.91
MIR196A2,12.37,79.73,7.91
hsa-mir-196a-2,12.37,79.73,7.91
HOXC9,12.54,79.38,8.08
HOXC8,12.54,79.38,8.08
HOXC4,12.37,79.38,8.25
HOXC5,12.37,79.38,8.25
HOXC6,12.37,79.38,8.25
MIR615,12.37,79.38,8.25
hsa-mir-615,12.37,79.38,8.25
FLJ12825,12.54,79.21,8.25
LOC100240735,12.37,79.21,8.42
LOC100240734,12.54,79.21,8.25
LOC400043,12.71,79.21,8.08
SMUG1,12.37,79.21,8.42
CBX5,12.54,79.21,8.25
MIR3198-2,12.54,79.21,8.25
HNRNPA1P10,12.54,79.21,8.25
HNRNPA1,12.54,79.21,8.25
NFE2,12.71,79.04,8.24
COPZ1,12.54,78.87,8.6
MIR148B,12.54,78.87,8.6
hsa-mir-148b,12.54,78.87,8.6
GPR84,12.71,78.69,8.6
ZNF385A,12.71,78.69,8.6
ITGA5,12.54,78.69,8.77
GTSF1,12.54,79.04,8.42
NCKAP1L,12.03,79.21,8.76
PDE1B,12.02,78.87,9.1
PPP1R1A,12.2,78.87,8.93
GLYCAM1,12.71,78.87,8.42
LACRT,12.71,79.04,8.25
DCD,12.54,79.21,8.25
MUCL1,12.2,79.21,8.59
KIAA0748,12.88,79.04,8.07
NEUROD4,12.88,79.04,8.07
OR9K2,12.88,78.52,8.59
OR10A7,12.37,78.69,8.93
OR6C74,12.54,78.87,8.59
OR6C6,12.71,78.87,8.42
OR6C1,12.71,78.87,8.42
OR6C3,12.71,78.87,8.42
OR6C75,12.37,78.87,8.77
OR6C65,12.2,79.04,8.77
OR6C76,12.2,79.04,8.77
OR6C2,12.03,79.21,8.77
OR6C70,11.68,79.21,9.11
OR6C68,11.68,79.21,9.11
OR6C4,12.03,79.21,8.77
OR10P1,12.37,79.04,8.6
METTL7B,12.37,79.04,8.6
ITGA7,12.71,78.87,8.42
BLOC1S1-RDH5,12.03,79.21,8.77
BLOC1S1,12.03,79.21,8.77
RDH5,12.03,79.21,8.77
CD63,12.03,79.21,8.77
GDF11,11.68,79.38,8.94
SARNP,12.02,79.38,8.6
ORMDL2,12.2,79.38,8.42
DNAJC14,12.2,79.38,8.42
MMP19,12.2,79.38,8.42
TMEM198B,12.2,79.38,8.42
WIBG,12.37,79.21,8.42
DGKA,12.37,79.21,8.42
PMEL,12.2,79.21,8.59
CDK2,12.2,79.04,8.76
RAB5B,12.02,78.87,9.11
SUOX,12.02,78.69,9.28
IKZF4,12.02,78.52,9.45
RPS26,12.2,78.35,9.45
ERBB3,12.2,78.35,9.45
PA2G4,12.54,78.18,9.28
RPL41,12.54,78.18,9.28
ZC3H10,12.71,78.18,9.11
ESYT1,12.71,78.18,9.11
MYL6B,12.71,78.18,9.11
MYL6,12.71,78.18,9.11
SMARCC2,12.71,78.01,9.28
RNF41,12.71,78.01,9.28
OBFC2B,12.71,78.01,9.28
SLC39A5,12.71,78.01,9.28
ANKRD52,12.54,78.18,9.28
COQ10A,12.37,78.52,9.11
CS,12.37,78.52,9.11
CNPY2,12.37,78.52,9.11
PAN2,12.37,78.52,9.11
IL23A,12.54,78.35,9.11
STAT2,12.71,78.18,9.11
APOF,12.71,78.18,9.11
TIMELESS,12.37,78.35,9.28
MIP,12.37,78.35,9.28
SPRYD4,12.37,78.35,9.28
GLS2,12.37,78.35,9.27
RBMS2,12.37,77.66,9.97
BAZ2A,12.37,77.84,9.79
ATP5B,12.37,78.01,9.62
SNORD59B,12.37,78.01,9.62
SNORD59A,12.37,78.01,9.63
PTGES3,12.54,77.84,9.63
NACA,12.54,78.01,9.45
PRIM1,12.54,78.01,9.45
HSD17B6,12.54,77.84,9.62
SDR9C7,12.2,78.01,9.79
RDH16,12.03,78.01,9.96
GPR182,12.2,78.01,9.79
ZBTB39,12.2,78.01,9.79
TAC3,12.37,78.01,9.62
MYO1A,12.54,77.66,9.79
TMEM194A,12.37,77.49,10.14
NAB2,12.37,77.66,9.97
STAT6,12.37,77.66,9.96
LRP1,12.2,77.49,10.31
MIR1228,12.03,77.66,10.31
hsa-mir-1228,12.03,77.66,10.31
NXPH4,12.37,77.49,10.14
NDUFA4L2,12.2,77.32,10.48
SHMT2,12.2,77.49,10.31
STAC3,12.2,77.32,10.48
R3HDM2,11.68,76.46,11.85
INHBC,11.68,74.4,13.91
INHBE,11.17,74.4,14.43
GLI1,11.0,74.05,14.95
ARHGAP9,10.82,73.71,15.46
MARS,10.65,72.68,16.67
DDIT3,10.65,72.68,16.67
MBD6,10.65,72.34,17.01
hsa-mir-616,10.65,72.68,16.67
DCTN2,10.65,72.34,17.01
KIF5A,10.82,72.16,17.01
PIP4K2C,11.17,71.99,16.83
DTX3,10.82,71.99,17.18
ARHGEF25,10.82,71.82,17.35
SLC26A10,10.82,71.82,17.35
B4GALNT1,10.48,71.82,17.69
OS9,9.28,69.42,21.3
AGAP2,8.42,69.07,22.5
LOC100130776,9.11,69.07,21.82
CDK4,8.42,69.07,22.5
TSPAN31,8.42,69.07,22.5
MARCH9,8.42,69.07,22.5
CYP27B1,8.42,69.42,22.16
METTL1,8.59,69.59,21.82
METTL21B,8.59,69.59,21.82
TSFM,8.76,69.76,21.47
AVIL,8.93,69.93,21.13
CTDSP2,9.11,70.1,20.79
MIR26A2,9.28,70.1,20.61
hsa-mir-26a-2,9.28,70.1,20.61
LOC100506844,10.48,71.48,18.04
XRCC6BP1,10.65,71.48,17.86
LRIG3,13.06,76.12,10.82
SLC16A7,13.92,76.98,9.1
FAM19A2,13.4,76.29,10.31
USP15,13.91,76.98,9.1
MON2,13.74,77.49,8.76
C12orf61,14.09,77.49,8.42
MIRLET7I,14.09,77.49,8.42
hsa-let-7i,14.09,77.49,8.42
PPM1H,13.23,76.63,10.14
AVPR1A,13.74,77.15,9.1
DPY19L2,14.09,76.8,9.11
TMEM5,14.43,76.63,8.93
SRGAP1,13.58,76.12,10.31
C12orf66,13.58,76.98,9.45
C12orf56,13.57,77.32,9.1
XPOT,13.74,77.49,8.76
TBK1,13.91,77.15,8.93
RASSF3,14.26,77.49,8.25
MIR548C,14.43,77.49,8.08
MIR548Z,14.43,77.49,8.08
hsa-mir-548c,14.43,77.49,8.08
GNS,14.27,77.49,8.25
TBC1D30,13.75,77.49,8.76
FLJ41278,13.41,77.49,9.11
WIF1,13.92,77.49,8.59
LEMD3,13.58,77.84,8.59
MSRB3,13.91,77.66,8.42
RPSAP52,14.26,77.15,8.59
HMGA2,14.6,77.15,8.25
LLPH,14.43,77.49,8.08
